Accession,Pangolin,Length,Country,Collection_Date,Year,Month,Day
OX070513,XE,29847,United Kingdom,2022-02-15,2022,2,15
OX070525,BA.1.5,29873,United Kingdom,2022-01-25,2022,1,25
OX070616,BA.1.1.13,29877,United Kingdom,2021-12-21,2021,12,21
OX070621,BA.2.3.15,29850,United Kingdom,2022-05-04,2022,5,4
OX070655,AY.4,29890,United Kingdom,2021-11-03,2021,11,3
OX070761,BA.2.36,29850,United Kingdom,2022-03-16,2022,3,16
OX070873,AY.98,29647,United Kingdom,2021-06-28,2021,6,28
OX070936,BA.2.47,29850,United Kingdom,2022-03-30,2022,3,30
OX070960,BA.1.1.12,29873,United Kingdom,2022-03-17,2022,3,17
OX071018,XP,29856,United Kingdom,2022-03-22,2022,3,22
OX071077,BA.1.14.2,29873,United Kingdom,2022-03-18,2022,3,18
OX071168,AY.120,29646,United Kingdom,2021-08-17,2021,8,17
OX071278,BD.1,29873,United Kingdom,2022-03-30,2022,3,30
OX071290,BA.2.10.1,29850,United Kingdom,2022-02-24,2022,2,24
OX071429,BA.2.5,29850,United Kingdom,2022-04-22,2022,4,22
OX071494,BA.2.18,29850,United Kingdom,2022-03-29,2022,3,29
OX071503,AY.4.1,29646,United Kingdom,2021-09-14,2021,9,14
OX071561,BA.1.18,29873,United Kingdom,2021-12-29,2021,12,29
OX071666,BA.2.3,29850,United Kingdom,2022-01-28,2022,1,28
OX071748,BA.1.10,29870,United Kingdom,2022-02-08,2022,2,8
OX071763,AY.120,29646,United Kingdom,2021-09-07,2021,9,7
OX071809,BA.2.51,29850,United Kingdom,2022-03-17,2022,3,17
OX071855,XAH,29876,United Kingdom,2022-05-17,2022,5,17
OX071858,B.1.1.7,29884,United Kingdom,2021-03-09,2021,3,9
OX071899,BA.1.17,29873,United Kingdom,2021-12-30,2021,12,30
OX071914,AY.4.2.3,29890,United Kingdom,2022-01-22,2022,1,22
OX072091,BA.2.37,29841,United Kingdom,2022-02-12,2022,2,12
OX072150,BA.1.17,29873,United Kingdom,2022-03-17,2022,3,17
OX072233,AY.36,29647,United Kingdom,2021-09-12,2021,9,12
OX072238,XE,29847,United Kingdom,2022-04-11,2022,4,11
OX072262,AY.122,29890,United Kingdom,2021-12-20,2021,12,20
OX072465,BA.2.6,29850,United Kingdom,2022-03-23,2022,3,23
OX072590,AY.43,29867,United Kingdom,2021-11-12,2021,11,12
OX072642,BA.2.7,29851,United Kingdom,2022-04-06,2022,4,6
OX072649,BA.1.10,29873,United Kingdom,2022-03-29,2022,3,29
OX072671,BA.2.49,29850,United Kingdom,2022-04-07,2022,4,7
OX072827,BA.1.14,29858,United Kingdom,2022-02-21,2022,2,21
OX072914,BA.2.10,29857,United Kingdom,2022-05-13,2022,5,13
OX073014,AY.121,29890,United Kingdom,2021-12-31,2021,12,31
OX073019,BA.5.3.1,29844,United Kingdom,2022-05-16,2022,5,16
OX073188,AY.121,29890,United Kingdom,2022-01-04,2022,1,4
OX073225,B.1.1.529,29903,United Kingdom,2021-12-28,2021,12,28
OX073242,BA.2.1,29858,United Kingdom,2022-05-09,2022,5,9
OX073275,AY.120,29890,United Kingdom,2021-12-01,2021,12,1
OX073297,B.1.1.7,29885,United Kingdom,2021-06-04,2021,6,4
OX073321,BA.2.10.1,29835,United Kingdom,2022-05-05,2022,5,5
OX073370,BA.3,29844,United Kingdom,2022-01-12,2022,1,12
OX073416,AY.98,29890,United Kingdom,2021-12-27,2021,12,27
OX073506,BA.2.36,29850,United Kingdom,2022-04-10,2022,4,10
OX073562,BA.1.13,29873,United Kingdom,2022-01-28,2022,1,28
OX073622,BA.1.5,29873,United Kingdom,2022-02-09,2022,2,9
OX073727,AY.120,29647,United Kingdom,2021-10-09,2021,10,9
OX074006,BA.1.14.1,29870,United Kingdom,2022-02-03,2022,2,3
OX074009,B.1.1.7,29906,United Kingdom,2021-02-24,2021,2,24
OX074204,BA.2.26,29850,United Kingdom,2022-04-21,2022,4,21
OX074264,AY.43,29881,United Kingdom,2022-01-13,2022,1,13
OX074282,AY.4.8,29890,United Kingdom,2021-12-28,2021,12,28
OX074291,BA.2.56,29850,United Kingdom,2022-04-06,2022,4,6
OX074292,A,29903,United Kingdom,2021-09-22,2021,9,22
OX074353,AY.109,29890,United Kingdom,2021-12-17,2021,12,17
OX074464,AY.43,29890,United Kingdom,2021-12-27,2021,12,27
OX074535,BA.2.3.15,29850,United Kingdom,2022-03-14,2022,3,14
OX074544,AY.4.2.1,29890,United Kingdom,2021-12-17,2021,12,17
OX074989,BA.2.9.1,29850,United Kingdom,2022-03-13,2022,3,13
OX075001,BA.1,29626,United Kingdom,2021-02-20,2021,2,20
OX075096,BA.1.15.3,29873,United Kingdom,2022-01-08,2022,1,8
OX075166,BA.2.8,29850,United Kingdom,2022-02-23,2022,2,23
OX075273,BA.1.1.11,29873,United Kingdom,2022-01-04,2022,1,4
OX075317,AY.6,29890,United Kingdom,2021-11-11,2021,11,11
OX075469,BA.1.20,29873,United Kingdom,2022-02-25,2022,2,25
OX075486,BA.2.64,29850,United Kingdom,2022-03-20,2022,3,20
OX075524,BA.2.62,29850,United Kingdom,2022-03-15,2022,3,15
OX075592,BA.2.48,29427,United Kingdom,2022-03-29,2022,3,29
OX075600,BA.2.23,29850,United Kingdom,2022-02-13,2022,2,13
OX075605,BA.2.61,29856,United Kingdom,2022-03-23,2022,3,23
OX075842,AY.7,29643,United Kingdom,2021-09-27,2021,9,27
OX075864,BA.1.1.18,29873,United Kingdom,2022-01-23,2022,1,23
OX075920,BA.1.5,29873,United Kingdom,2022-03-29,2022,3,29
OX075958,XN,29850,United Kingdom,2022-03-30,2022,3,30
OX075960,BA.1.9,29873,United Kingdom,2022-01-15,2022,1,15
OX076084,BA.2.38,29428,United Kingdom,2022-03-29,2022,3,29
OX076246,B.1.617.2,29890,United Kingdom,2021-12-03,2021,12,3
OX076346,BA.2.2,29850,United Kingdom,2022-04-07,2022,4,7
OX076395,BA.1.12,29867,United Kingdom,2021-12-28,2021,12,28
OX076475,BA.2.39,29835,United Kingdom,2022-03-29,2022,3,29
OX076487,AY.5,29890,United Kingdom,2022-01-28,2022,1,28
OX076764,BA.2.6,29850,United Kingdom,2022-04-06,2022,4,6
OX076879,BA.1.19,29876,United Kingdom,2022-01-22,2022,1,22
OX076904,AY.4.2,29890,United Kingdom,2021-11-23,2021,11,23
OX076953,AY.34.1,29894,United Kingdom,2021-09-29,2021,9,29
OX077096,AY.98,29646,United Kingdom,2021-08-06,2021,8,6
OX077381,BC.1,29871,United Kingdom,2022-03-27,2022,3,27
OX077398,BA.1.1.4,29873,United Kingdom,2022-03-03,2022,3,3
OX077415,AY.4.2.2,29642,United Kingdom,2021-10-20,2021,10,20
OX077693,BA.2.38,29858,United Kingdom,2022-04-12,2022,4,12
OX078061,AY.4.2.1,29887,United Kingdom,2022-01-14,2022,1,14
OX078081,BA.1.15.1,29873,United Kingdom,2022-04-04,2022,4,4
OX078174,AY.4.10,29890,United Kingdom,2021-12-10,2021,12,10
OX078436,BA.1.1.12,29877,United Kingdom,2021-12-22,2021,12,22
OX078568,AY.90,29890,United Kingdom,2021-08-18,2021,8,18
OX078631,BA.3.1,29826,United Kingdom,2022-03-29,2022,3,29
OX078823,AY.3,29893,United Kingdom,2021-11-26,2021,11,26
OX078880,BA.2.16,29844,United Kingdom,2022-01-26,2022,1,26
OX078881,AY.36,29890,United Kingdom,2021-12-29,2021,12,29
OX078933,AY.43,29890,United Kingdom,2021-10-27,2021,10,27
OX079094,BA.1.16,29875,United Kingdom,2022-03-19,2022,3,19
OX079146,BA.1.1.15,29877,United Kingdom,2022-04-07,2022,4,7
OX079154,A,29903,United Kingdom,2021-07-09,2021,7,9
OX079157,AY.4.3,29890,United Kingdom,2021-11-15,2021,11,15
OX079441,AY.4.2,29890,United Kingdom,2021-10-28,2021,10,28
OX079701,BA.2.31,29850,United Kingdom,2022-04-07,2022,4,7
OX079733,AY.4.2.2,29890,United Kingdom,2021-11-17,2021,11,17
OX079735,BA.2.7,29850,United Kingdom,2022-03-17,2022,3,17
OX079802,BA.1.8,29873,United Kingdom,2022-02-13,2022,2,13
OX080323,BA.2.3.5,29850,United Kingdom,2022-03-23,2022,3,23
OX080567,AY.126,29890,United Kingdom,2021-12-10,2021,12,10
OX080682,BA.2.39,29850,United Kingdom,2022-04-15,2022,4,15
OX080867,BA.1.1.10,29870,United Kingdom,2022-02-02,2022,2,2
OX081258,B.1.617.2,29890,United Kingdom,2022-01-15,2022,1,15
OX081442,BA.2.47,29858,United Kingdom,2022-05-01,2022,5,1
OX081475,BA.2.41,29850,United Kingdom,2022-02-15,2022,2,15
OX081644,XN,29857,United Kingdom,2022-04-21,2022,4,21
OX081695,AY.98,29890,United Kingdom,2021-11-27,2021,11,27
OX081873,AY.4.2.2,29646,United Kingdom,2021-09-14,2021,9,14
OX082610,BA.2.47,29858,United Kingdom,2022-04-27,2022,4,27
OX082778,XH,29847,United Kingdom,2022-02-27,2022,2,27
OX082901,A,29903,United Kingdom,2021-08-18,2021,8,18
OX082909,BA.1.1.18,29873,United Kingdom,2022-02-24,2022,2,24
OX083103,BA.2.12,29850,United Kingdom,2022-02-13,2022,2,13
OX083418,A,29903,United Kingdom,2021-06-28,2021,6,28
OX083986,BA.2.50,29850,United Kingdom,2022-02-27,2022,2,27
OX084014,BA.2.38,29857,United Kingdom,2022-05-03,2022,5,3
OX084340,BD.1,29873,United Kingdom,2022-04-07,2022,4,7
OX085078,AY.34.1,29893,United Kingdom,2022-01-05,2022,1,5
OX085157,BA.2.25,29850,United Kingdom,2022-03-13,2022,3,13
OX085291,P.1,29898,United Kingdom,2021-11-23,2021,11,23
OX085394,BA.2.65,29858,United Kingdom,2022-05-20,2022,5,20
OX085421,BA.1.1.7,29873,United Kingdom,2022-03-04,2022,3,4
OX085549,BA.2.23.1,29850,United Kingdom,2022-03-31,2022,3,31
OX085679,BA.1.18,29873,United Kingdom,2022-03-29,2022,3,29
OX086214,BA.1.1.4,29867,United Kingdom,2022-04-07,2022,4,7
OX086637,AY.4.3,29890,United Kingdom,2021-12-10,2021,12,10
OX086815,AY.6,29890,United Kingdom,2021-10-14,2021,10,14
OX086861,AY.127,29890,United Kingdom,2022-01-10,2022,1,10
OX087077,BA.2.9.3,29850,United Kingdom,2022-05-07,2022,5,7
OX087318,AY.120,29888,United Kingdom,2022-01-14,2022,1,14
OX087360,BA.1.1.2,29873,United Kingdom,2022-02-17,2022,2,17
OX087365,AY.90,29646,United Kingdom,2021-10-08,2021,10,8
OX087653,BA.2.5,29850,United Kingdom,2022-01-15,2022,1,15
OX087982,AY.122,29613,United Kingdom,2021-08-09,2021,8,9
OX088189,BA.2.65,29850,United Kingdom,2022-03-12,2022,3,12
OX088324,BA.1.7,29873,United Kingdom,2022-03-07,2022,3,7
OX089325,B.1.351,29885,United Kingdom,2021-09-28,2021,9,28
OX089626,B,29893,United Kingdom,2022-01-03,2022,1,3
OX089842,AY.122,29643,United Kingdom,2021-10-20,2021,10,20
OX090096,AY.46.5,29887,United Kingdom,2022-01-09,2022,1,9
OX090243,AY.4.2.1,29890,United Kingdom,2021-11-28,2021,11,28
OX090289,AY.46.5,29643,United Kingdom,2021-10-21,2021,10,21
OX090435,BA.1.14.1,29873,United Kingdom,2022-03-15,2022,3,15
OX090450,B.1.1,29894,United Kingdom,2022-01-10,2022,1,10
OX090472,BA.1.14,29877,United Kingdom,2021-12-29,2021,12,29
OW518845,BA.1.1,29873,United Kingdom,2020,2020,1,1
OW518848,BA.2,29850,United Kingdom,2020,2020,1,1
OW518849,BA.1.17.2,29871,United Kingdom,2020,2020,1,1
OW518852,BA.1.18,29852,United Kingdom,2020,2020,1,1
OW518873,BA.1.16,29873,United Kingdom,2020,2020,1,1
OW518894,AY.4.2,29646,United Kingdom,2021-08-31,2021,8,31
OW518896,BA.1.15.1,29873,United Kingdom,2020,2020,1,1
OW518899,BA.2.1,29850,United Kingdom,2020,2020,1,1
OW518904,BA.1,29870,United Kingdom,2020,2020,1,1
OW518916,BA.2.10,29850,United Kingdom,2020,2020,1,1
OW518949,AY.5,29649,United Kingdom,2021-09-12,2021,9,12
OW518953,AY.4.1,29647,United Kingdom,2021-08-19,2021,8,19
OW518984,BA.2.3,29850,United Kingdom,2020,2020,1,1
OW518988,AY.4.2,29646,United Kingdom,2021-07-03,2021,7,3
OW518992,AY.110,29881,United Kingdom,2022-01-15,2022,1,15
OW518994,BA.1.1.15,29873,United Kingdom,2020,2020,1,1
OW518996,BA.2.5,29850,United Kingdom,2020,2020,1,1
OW519006,BA.1.1.13,29874,United Kingdom,2020,2020,1,1
OW519027,BD.1,29873,United Kingdom,2020,2020,1,1
OW519054,BA.1.1.14,29873,United Kingdom,2020,2020,1,1
OW519070,BA.1.7,29873,United Kingdom,2020,2020,1,1
OW519126,AY.98,29646,United Kingdom,2021-07-13,2021,7,13
OW519166,BA.2.25,29850,United Kingdom,2020,2020,1,1
OW519176,AY.7,29643,United Kingdom,2021-08-20,2021,8,20
OW519182,BA.2.9,29850,United Kingdom,2020,2020,1,1
OW519230,BA.1.1.2,29873,United Kingdom,2020,2020,1,1
OW519265,BA.1.10,29873,United Kingdom,2020,2020,1,1
OW519301,AY.6,29646,United Kingdom,2021-08-19,2021,8,19
OW519302,AY.127,29887,United Kingdom,2020,2020,1,1
OW519350,AY.3,29646,United Kingdom,2021-09-20,2021,9,20
OW519354,XN,29850,United Kingdom,2020,2020,1,1
OW519358,BA.1.1.4,29873,United Kingdom,2020,2020,1,1
OW519399,AY.8,29646,United Kingdom,2021-06-30,2021,6,30
OW519433,BA.2.41,29862,United Kingdom,2020,2020,1,1
OW519435,BA.2.37,29850,United Kingdom,2020,2020,1,1
OW519441,AY.46.5,29646,United Kingdom,2021-08-23,2021,8,23
OW519487,AY.120,29646,United Kingdom,2021-07-16,2021,7,16
OW519593,BA.2.50,29851,United Kingdom,2020,2020,1,1
OW519656,AY.4.10,29890,United Kingdom,2021-11-11,2021,11,11
OW519672,BA.1.17,29873,United Kingdom,2020,2020,1,1
OW519683,BA.1.15,29864,United Kingdom,2020,2020,1,1
OW519754,BA.1.1.1,29873,United Kingdom,2020,2020,1,1
OW519788,BA.1.1.12,29873,United Kingdom,2020,2020,1,1
OW519792,AY.6,29646,United Kingdom,2021-07-21,2021,7,21
OW519794,BA.1.14,29873,United Kingdom,2020,2020,1,1
OW519813,B.1.1.7,29885,United Kingdom,2020,2020,1,1
OW519821,XE,29847,United Kingdom,2020,2020,1,1
OW519825,AY.98.1,29890,United Kingdom,2022-02-02,2022,2,2
OW519861,AY.4.3,29637,United Kingdom,2021-09-03,2021,9,3
OW519939,AY.4.9,29887,United Kingdom,2022-01-05,2022,1,5
OW519965,BA.2.10.1,29829,United Kingdom,2020,2020,1,1
OW520096,BA.2.18,29850,United Kingdom,2020,2020,1,1
OW520134,AY.98,29646,United Kingdom,2021-09-17,2021,9,17
OW520251,AY.43,29646,United Kingdom,2021-08-18,2021,8,18
OW520314,BA.2.38,29823,United Kingdom,2020,2020,1,1
OW520368,AY.4.2,29890,United Kingdom,2020,2020,1,1
OW520374,B.1.617.2,29890,United Kingdom,2021-11-03,2021,11,3
OW520409,XQ,29850,United Kingdom,2020,2020,1,1
OW520410,AY.111,29652,United Kingdom,2021-07-17,2021,7,17
OW520448,BA.2.36,29850,United Kingdom,2020,2020,1,1
OW520643,AY.127,29890,United Kingdom,2021-12-15,2021,12,15
OW520705,BA.2.49,29850,United Kingdom,2020,2020,1,1
OW520732,BA.1.1.11,29873,United Kingdom,2022-02-13,2022,2,13
OW520770,BA.2.39,29835,United Kingdom,2020,2020,1,1
OW520799,B.1.617.2,29642,United Kingdom,2021-10-19,2021,10,19
OW520802,BA.1.21,29873,United Kingdom,2020,2020,1,1
OW520828,AY.103,29890,United Kingdom,2021-11-29,2021,11,29
OW520889,AY.46.5,29890,United Kingdom,2021-11-05,2021,11,5
OW520893,AY.3,29891,United Kingdom,2021-12-15,2021,12,15
OW520906,AY.4.1,29646,United Kingdom,2021-07-05,2021,7,5
OW520928,AY.3,29643,United Kingdom,2021-10-26,2021,10,26
OW521035,AY.5,29890,United Kingdom,2021-11-17,2021,11,17
OW521061,AY.4,29888,United Kingdom,2020,2020,1,1
OW521092,BA.1.1.18,29873,United Kingdom,2020,2020,1,1
OW521283,BA.1.12,29873,United Kingdom,2020,2020,1,1
OW521300,BA.1.8,29873,United Kingdom,2020,2020,1,1
OW521325,BA.2.22,29850,United Kingdom,2020,2020,1,1
OW521360,AY.98,29646,United Kingdom,2021-10-08,2021,10,8
OW521395,AY.4.5,29890,United Kingdom,2021-11-24,2021,11,24
OW521407,B.1.1,29894,United Kingdom,2021-03-15,2021,3,15
OW521455,BA.1.13,29869,United Kingdom,2020,2020,1,1
OW521518,BA.1.5,29873,United Kingdom,2020,2020,1,1
OW521539,BA.2.23,29850,United Kingdom,2020,2020,1,1
OW521584,AY.7,29868,United Kingdom,2022-01-13,2022,1,13
OW521608,B.1.617.2,29646,United Kingdom,2021-08-11,2021,8,11
OW521649,AY.111,29646,United Kingdom,2021-09-10,2021,9,10
OW521665,BA.1.1.7,29873,United Kingdom,2020,2020,1,1
OW521745,BD.1,29873,United Kingdom,2021-12-30,2021,12,30
OW521818,AY.43,29646,United Kingdom,2021-09-08,2021,9,8
OW521983,BA.2.10.1,29850,United Kingdom,2022-01-30,2022,1,30
OW522010,AY.6,29647,United Kingdom,2021-09-06,2021,9,6
OW522121,AY.6,29646,United Kingdom,2021-06-29,2021,6,29
OW522317,B.1.1,29906,United Kingdom,2020-11-07,2020,11,7
OW522501,BA.2.8,29850,United Kingdom,2020,2020,1,1
OW522665,BA.2.7,29841,United Kingdom,2020,2020,1,1
OW522683,AY.4.5,29890,United Kingdom,2022-01-04,2022,1,4
OW522704,AY.4.2.1,29643,United Kingdom,2021-10-08,2021,10,8
OW522833,BA.1.20,29873,United Kingdom,2020,2020,1,1
OW522837,AY.46.5,29890,United Kingdom,2020,2020,1,1
OW522897,AY.4.8,29890,United Kingdom,2020,2020,1,1
OW523101,B.1.1.7,29640,United Kingdom,2021-07-06,2021,7,6
OW523122,BA.1.13,29877,United Kingdom,2022-02-15,2022,2,15
OW523142,BA.2.44,29841,United Kingdom,2020,2020,1,1
OW523164,BA.1.9,29870,United Kingdom,2020,2020,1,1
OW523299,AY.34.1,29890,United Kingdom,2021-12-10,2021,12,10
OW523373,AY.9,29890,United Kingdom,2021-08-08,2021,8,8
OW523409,AY.43.6,29890,United Kingdom,2021-12-03,2021,12,3
OW523519,AY.4.2.2,29646,United Kingdom,2021-08-27,2021,8,27
OW523722,BA.1.19,29873,United Kingdom,2020,2020,1,1
OW523768,AY.4.8,29646,United Kingdom,2021-08-17,2021,8,17
OW524158,AY.4.2,29646,United Kingdom,2021-06-27,2021,6,27
OW524214,BA.2.9.1,29850,United Kingdom,2020,2020,1,1
OW524644,BA.2.26,29850,United Kingdom,2022-03-13,2022,3,13
OW524716,AY.4.3,29646,United Kingdom,2021-07-04,2021,7,4
OW524718,AY.9,29643,United Kingdom,2021-09-04,2021,9,4
OW524739,AY.126,29890,United Kingdom,2022-01-26,2022,1,26
OW529580,B.1.617.2,29646,United Kingdom,2021-09-02,2021,9,2
OW467301,BA.2.62,29850,United Kingdom,2020,2020,1,1
OW467377,BA.2.6,29847,United Kingdom,2020,2020,1,1
OW467391,AY.98,29890,United Kingdom,2020,2020,1,1
OW467647,BA.2.3.2,29850,United Kingdom,2020,2020,1,1
OW468146,AY.36,29890,United Kingdom,2022-01-10,2022,1,10
OW468298,AY.7,29896,United Kingdom,2021-12-29,2021,12,29
OW468706,BA.2.65,29850,United Kingdom,2020,2020,1,1
OW468739,AY.4,29896,United Kingdom,2021-02-18,2021,2,18
OW469097,BA.2.64,29850,United Kingdom,2020,2020,1,1
OW469345,AY.34.1,29893,United Kingdom,2021-11-29,2021,11,29
OW469456,BA.2.23.1,29850,United Kingdom,2020,2020,1,1
OW469479,AY.25,29890,United Kingdom,2021-12-07,2021,12,7
OW469723,BA.1.1.11,29873,United Kingdom,2020,2020,1,1
OW469800,AY.121,29642,United Kingdom,2021-09-23,2021,9,23
OW469883,BA.2.56,29850,United Kingdom,2020,2020,1,1
OW470087,BA.1.1.16,29873,United Kingdom,2020,2020,1,1
OW470256,BA.2.16,29844,United Kingdom,2020,2020,1,1
OW470304,BA.2.3,29850,United Kingdom,2021-12-30,2021,12,30
OW470331,AY.9.2,29890,United Kingdom,2021-12-10,2021,12,10
OW470354,BA.2.12,29847,United Kingdom,2020,2020,1,1
OW471457,AY.9,29646,United Kingdom,2021-06-25,2021,6,25
OW472448,B.1.617.2,29903,United Kingdom,2020,2020,1,1
OW472648,AY.120,29890,United Kingdom,2021-11-16,2021,11,16
OW472668,BA.2.36,29850,United Kingdom,2022-02-28,2022,2,28
OW472898,BA.2.7,29841,United Kingdom,2022-02-08,2022,2,8
OW473185,BA.2.3.15,29850,United Kingdom,2020,2020,1,1
OW473277,BA.1.13.1,29873,United Kingdom,2022-01-13,2022,1,13
OW473682,AY.4.1,29896,United Kingdom,2021-10-27,2021,10,27
OW474674,BA.2.58,29850,United Kingdom,2020,2020,1,1
OW475263,BA.1.20,29873,United Kingdom,2021-12-31,2021,12,31
OW475522,AY.4.3,29890,United Kingdom,2022-01-16,2022,1,16
OW476778,BA.2.47,29850,United Kingdom,2020,2020,1,1
OW476795,AY.122,29890,United Kingdom,2021-11-27,2021,11,27
OW477789,AY.3,29646,United Kingdom,2021-08-25,2021,8,25
OW478036,AY.5,29890,United Kingdom,2022-02-01,2022,2,1
OW478225,BA.1.1.9,29873,United Kingdom,2020,2020,1,1
OW478406,BA.1.1.10,29873,United Kingdom,2020,2020,1,1
OW478450,BA.1.1.10,29873,United Kingdom,2022-01-19,2022,1,19
OW478528,AY.43,29839,United Kingdom,2020,2020,1,1
OW478543,BA.2.26,29850,United Kingdom,2022-02-25,2022,2,25
OW478724,BA.1.1.4,29867,United Kingdom,2021-12-30,2021,12,30
OW479697,BA.2.51,29850,United Kingdom,2020,2020,1,1
OW479961,AY.120.2.1,29890,United Kingdom,2021-12-01,2021,12,1
OW480209,AY.4.3,29646,United Kingdom,2021-08-21,2021,8,21
OW480241,AY.34,29649,United Kingdom,2021-08-30,2021,8,30
OW480668,AY.5,29890,United Kingdom,2020,2020,1,1
OW480995,B.1.177,29903,United Kingdom,2021-02-06,2021,2,6
OW481460,BA.1,29873,United Kingdom,2021-10-07,2021,10,7
OW481791,AY.46.6,29890,United Kingdom,2022-01-07,2022,1,7
OW482004,XF,29873,United Kingdom,2020,2020,1,1
OW482007,BA.1.9,29873,United Kingdom,2021-12-29,2021,12,29
OW482079,AY.88,29650,United Kingdom,2021-08-07,2021,8,7
OW482170,B.1.177,29903,United Kingdom,2021-01-23,2021,1,23
OW482180,BA.1.1.1,29873,United Kingdom,2021-12-31,2021,12,31
OW482514,BA.1.14.1,29873,United Kingdom,2020,2020,1,1
OW482567,AY.42,29890,United Kingdom,2021-12-07,2021,12,7
OW482758,BA.2.63,29850,United Kingdom,2020,2020,1,1
OW482825,AY.90,29618,United Kingdom,2021-09-06,2021,9,6
OW482915,AY.9.2,29890,United Kingdom,2022-01-04,2022,1,4
OW483595,AY.5,29646,United Kingdom,2021-07-24,2021,7,24
OW483920,AY.125,29642,United Kingdom,2021-10-20,2021,10,20
OW483930,BA.2.22,29850,United Kingdom,2022-02-25,2022,2,25
OW483960,AY.4.2.2,29890,United Kingdom,2020,2020,1,1
OW484254,AY.4.2.5,29903,United Kingdom,2021-12-28,2021,12,28
OW484304,XP,29624,United Kingdom,2022-02-23,2022,2,23
OW484313,AY.4,29646,United Kingdom,2020-12-27,2020,12,27
OW494115,BA.2.4,29850,United Kingdom,2022-03-16,2022,3,16
OW495086,AY.4.2.1,29903,United Kingdom,2020,2020,1,1
OW497969,BA.2.32,29850,United Kingdom,2020,2020,1,1
OW499461,BA.1.5,29873,United Kingdom,2021-12-31,2021,12,31
OW500032,B.1.1.7,29885,United Kingdom,2021-11-22,2021,11,22
OW500743,BA.2.31,29850,United Kingdom,2020,2020,1,1
OW500834,BA.2.1,29850,United Kingdom,2022-01-29,2022,1,29
OW501126,AY.4.8,29890,United Kingdom,2021-11-10,2021,11,10
OW501148,BA.2.2,29850,United Kingdom,2020,2020,1,1
OW501525,AY.9,29647,United Kingdom,2021-07-02,2021,7,2
OW502642,BA.1,29877,United Kingdom,2020-09-15,2020,9,15
OW502870,AY.120,29646,United Kingdom,2021-06-25,2021,6,25
OW504519,AY.4,29896,United Kingdom,2021-05-22,2021,5,22
OW505068,BA.1.14.2,29873,United Kingdom,2020,2020,1,1
OW505404,AY.46.6,29890,United Kingdom,2020,2020,1,1
OW505424,AY.3,29890,United Kingdom,2022-01-10,2022,1,10
OW505519,BA.2.48,29850,United Kingdom,2020,2020,1,1
OW505547,XH,29847,United Kingdom,2020,2020,1,1
OW505647,B.1.1.7,29884,United Kingdom,2022-01-08,2022,1,8
OW506678,BA.2.9.2,29850,United Kingdom,2022-02-19,2022,2,19
OW509105,BA.1.1.11,29873,United Kingdom,2022-03-05,2022,3,5
OW509169,AY.4,29890,United Kingdom,2022-02-16,2022,2,16
OW509587,AY.100,29890,United Kingdom,2021-11-16,2021,11,16
OW509671,BA.1,29873,United Kingdom,2021-11-30,2021,11,30
OW509878,AY.9.2,29890,United Kingdom,2021-11-16,2021,11,16
OW510650,P.1,29898,United Kingdom,2021-10-28,2021,10,28
OW510746,BA.2.68,29850,United Kingdom,2022-03-09,2022,3,9
OW511963,XF,29873,United Kingdom,2022-02-05,2022,2,5
OW512371,BA.2.56,29850,United Kingdom,2022-02-12,2022,2,12
OW513510,BA.1.1.7,29873,United Kingdom,2022-01-09,2022,1,9
OW513816,AY.122,29890,United Kingdom,2022-01-28,2022,1,28
OW514142,AY.8,29646,United Kingdom,2021-07-16,2021,7,16
OW515463,AY.33,29890,United Kingdom,2021-11-15,2021,11,15
OW515501,BA.3,29822,United Kingdom,2020,2020,1,1
OW515878,BA.2.14,29850,United Kingdom,2020,2020,1,1
OW516090,AY.4,29646,United Kingdom,2021-04-02,2021,4,2
OW516389,AY.25.1,29890,United Kingdom,2021-12-07,2021,12,7
OW516898,AY.127,29893,United Kingdom,2021-11-24,2021,11,24
OW517034,AY.111,29890,United Kingdom,2021-10-14,2021,10,14
OW518018,AY.42,29890,United Kingdom,2022-01-15,2022,1,15
OW458109,AY.120.2.1,29890,United Kingdom,2021-11-30,2021,11,30
OW458248,BA.2.3.9,29850,United Kingdom,2020,2020,1,1
OW458826,AY.90,29890,United Kingdom,2021-11-09,2021,11,9
OW458949,B.1.1.7,29884,United Kingdom,2021-05-21,2021,5,21
OW460361,AY.110,29642,United Kingdom,2021-10-25,2021,10,25
OW460807,AY.5.5,29890,United Kingdom,2021-10-28,2021,10,28
OW460868,AY.7,29890,United Kingdom,2021-11-17,2021,11,17
OW461041,AY.121,29890,United Kingdom,2021-11-04,2021,11,4
OW461391,BA.2.67,29847,United Kingdom,2020,2020,1,1
OW461930,BA.1.4,29873,United Kingdom,2022-01-28,2022,1,28
OW462230,B.1.617.2,29652,United Kingdom,2021-07-14,2021,7,14
OW462732,AY.103,29646,United Kingdom,2021-08-13,2021,8,13
OW462748,BA.2.52,29850,United Kingdom,2020,2020,1,1
OW463100,AY.47,29646,United Kingdom,2021-08-20,2021,8,20
OW463160,BA.2.18,29850,United Kingdom,2022-02-26,2022,2,26
OW464000,AY.4.9,29652,United Kingdom,2021-09-28,2021,9,28
OW464308,BA.2.34,29850,United Kingdom,2020,2020,1,1
OW464358,BA.1.1.2,29867,United Kingdom,2021-12-30,2021,12,30
OW465200,BA.2.9.2,29850,United Kingdom,2020,2020,1,1
